CodigoDoPrograma,NomeDoPrograma,SiglaIes,IesCd,Local,MunicipioCd,AreaDeAvaliacao,Modalidade,Nivel,DataInicioMestrado,DataInicioDoutorado,Nota1998,Nota2001,Nota2004,Nota2007,Nota2010,Nota2013,Recomend,Nota2017,NotaCtc,NotaReconsideracao,NotaFinal,DoutoradoDescredenciado,Reconsideracao,Acompanhento,IesNome,IesSigla,IesSiglaAgrupada,NaturezaJuridica,NaturezaJuridicaMec,Comunitaria,Filantropica,Confessional,MunicipioCdCompleto,Pais,Regiao,UfCd,UfNome,Uf,Mesorregiao,Microrregiao,Municipio,CodRgi,RegiaoGeograficaImediata,CodRgint,RegiaoGeograficaIntermediaria,IndiceDeGini2010,PercDosOcupadosComSuperiorCompleto18AnosOuMais2010,PopulacaoTotal2010,PopulacaoRural2010,PopulacaoUrbana2010,Idhm2010,IdhmRenda2010,IdhmLongevidade2010,IdhmEducacao2010,SubindiceDeEscolaridadeIdhmEducacao2010,PercDe25AnosOuMaisComSuperiorCompleto2010,ExpectativaDeAnosDeEstudo2010,TaxaDeFrequenciaBrutaAoSuperior2010,TaxaDeFrequenciaLiquidaAoSuperior2010,RendaPerCapita2010,PopulacaoRgi,PopulacaoRgInt,GrandeArea,Colegio,ViceCoordenador,ExperienciaCoordenador,SelecaoCoordenador,MinimoDocentesDO,MinimoDocentesME,MinimoDocentesMP,MediaIDEB,NaturezaJuridicaDetalhada,Descontinuidade,Involucao,Estagnacao,Risco,EstagnadoTipo,NotaAnterior,VariacaoNota,PPGsPorMunicipio,PPGsPorRGI,PPGsPorRGInt,PPGsPorUF,PercRiscoPorUf,PercRiscoPorMunicipio,PercRiscoPorRegiao,PercRiscoPorRGI,PercRiscoPorRGInt,PPGsPorIES,MediaPonderadaNotas,ProporcaoNotas567,IdadePPG,PropPosGraduadosMun,PropPosGraduadosRGI,PropPosGraduadosRGInt,PropSuperiorMun,PropSuperiorRGI,PropSuperiorRGInt,DensidadePPGMun,6,DensidadePPGRGI,DensidadePPGRGInt,Permanentes,PropSenior,PropJunior,PropSeniorJunior,PermanentesPorMinimo
26001012170P6,INOVAÇÃO E TECNOLOGIA INTEGRADAS À MEDICINA VETERINÁRIA PARA O  DESENVOLVIMENTO REGIONAL,UFAL,26001012,Viçosa (AL),2709400,MEDICINA VETERINÁRIA,ACADÊMICO,Mestrado,2016-03-14,,,,,,,,3,3,3,,3,,Não,sim,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,UFAL,Pública Federal,Pública Federal,,,,2700300,Brasil,Nordeste,27,Alagoas,AL,Leste Alagoano,Serrana dos Quilombos,Viçosa,270006,Atalaia,2701,Maceió,0.59,0.0581,25407,7094,18313,0.59,0.55,0.76,0.48,0.33,0.0314,9.69,0.1232,0.0521,251.25,120879,2009907,Ciências Agrárias,Ciências da Vida,,,,10,10,10,3.68,Pública Federal,0,0,0,0,"",3,0,1,1,37,39,0.3333333333333333,0,0.24911452184179456,0,0.35135135135135137,35,3.34,0.02857142857142857,0,0.0069059717787137934,0.003420899949647914,0.009828640303035766,0.04306890015646561,0.03500320900246292,0.09243221359975487,91,6,24,20,14,0,0.5,0.5,1.4
26001012010P9,AGRONOMIA (PRODUÇÃO VEGETAL),UFAL,26001012,Rio Largo (AL),2707701,CIÊNCIAS AGRÁRIAS I,ACADÊMICO,Mestrado/Doutorado,1999-01-01,2014-01-01,,3,3,3,4,4,,4,4,,4,,Não,não,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,UFAL,Pública Federal,Pública Federal,,,,2700300,Brasil,Nordeste,27,Alagoas,AL,Leste Alagoano,Maceió,Rio Largo,270001,Maceió,2701,Maceió,0.48,0.045,68481,12534,55947,0.64,0.62,0.79,0.55,0.44,0.03,9.45,0.135,0.0757,369.11,1191264,2009907,Ciências Agrárias,Ciências da Vida,,,,12,10,10,3.37,Pública Federal,0,0,0,0,"",4,0,2,36,37,39,0.3333333333333333,0.5,0.24911452184179456,0.3611111111111111,0.35135135135135137,35,3.34,0.02857142857142857,17,0.003056343423443063,0.013435376942663693,0.009828640303035766,0.05149841778101697,0.1270008701357909,0.09243221359975487,57,6,24,20,11,0,0.09090909090909091,0.09090909090909091,0.92
26001012026P2,ZOOTECNIA,UFAL,26001012,Rio Largo (AL),2707701,ZOOTECNIA / RECURSOS PESQUEIROS,ACADÊMICO,Mestrado,2009-01-01,,,,,,3,3,,2,2,2,2,,Sim,não,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,UFAL,Pública Federal,Pública Federal,,,,2700300,Brasil,Nordeste,27,Alagoas,AL,Leste Alagoano,Maceió,Rio Largo,270001,Maceió,2701,Maceió,0.48,0.045,68481,12534,55947,0.64,0.62,0.79,0.55,0.44,0.03,9.45,0.135,0.0757,369.11,1191264,2009907,Ciências Agrárias,Ciências da Vida,SIM,39,ELEICAO,14,10,10,3.37,Pública Federal,1,0,0,1,"",3,-1,2,36,37,39,0.3333333333333333,0.5,0.24911452184179456,0.3611111111111111,0.35135135135135137,35,3.34,0.02857142857142857,7,0.003056343423443063,0.013435376942663693,0.009828640303035766,0.05149841778101697,0.1270008701357909,0.09243221359975487,57,6,24,20,15,0,0.2,0.2,1.5
31102000001P6,PROFNIT - PROPRIEDADE INTELECTUAL E TRANSFERÊNCIA DE TECNOLOGIA PARA INOVAÇÃO,UFAL,26001012,Maceió (AL),2704302,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",PROFISSIONAL,Mestrado Profissional,2016-04-01,,,,,,,,4,4,4,,4,,Não,não,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,UFAL,Pública Federal,Pública Federal,,,,2700300,Brasil,Nordeste,27,Alagoas,AL,Leste Alagoano,Maceió,Maceió,270001,Maceió,2701,Maceió,0.63,0.1683,932748,619,932129,0.72,0.74,0.8,0.64,0.59,0.1424,9.43,0.3935,0.1851,792.54,1191264,2009907,Ciências Sociais Aplicadas,Humanidades,,,,8,8,8,3.68,Pública Federal,0,0,0,0,"",4,0,34,36,37,39,0.3333333333333333,0.35294117647058826,0.24911452184179456,0.3611111111111111,0.35135135135135137,35,3.34,0.02857142857142857,0,0.016269091193911314,0.013435376942663693,0.009828640303035766,0.15138553681623443,0.1270008701357909,0.09243221359975487,24,6,24,20,88,0.022727272727272728,0.25,0.2727272727272727,11
26001012082P0,ANTROPOLOGIA SOCIAL,UFAL,26001012,Maceió (AL),2704302,ANTROPOLOGIA / ARQUEOLOGIA,ACADÊMICO,Mestrado,2015-11-05,,,,,,,,3,3,3,,3,,Não,sim,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,UFAL,Pública Federal,Pública Federal,,,,2700300,Brasil,Nordeste,27,Alagoas,AL,Leste Alagoano,Maceió,Maceió,270001,Maceió,2701,Maceió,0.63,0.1683,932748,619,932129,0.72,0.74,0.8,0.64,0.59,0.1424,9.43,0.3935,0.1851,792.54,1191264,2009907,Ciências Humanas,Humanidades,,,,8,7,7,3.68,Pública Federal,0,0,0,0,"",3,0,34,36,37,39,0.3333333333333333,0.35294117647058826,0.24911452184179456,0.3611111111111111,0.35135135135135137,35,3.34,0.02857142857142857,1,0.016269091193911314,0.013435376942663693,0.009828640303035766,0.15138553681623443,0.1270008701357909,0.09243221359975487,24,6,24,20,9,0,0.5555555555555556,0.5555555555555556,1.29
26001012014P4,DINÂMICA DO ESPAÇO HABITADO,UFAL,26001012,Maceió (AL),2704302,"ARQUITETURA, URBANISMO E DESIGN",ACADÊMICO,Mestrado/Doutorado,2003-01-01,2013-01-01,,,3,3,4,4,,3,3,,3,,Não,não,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,UFAL,Pública Federal,Pública Federal,,,,2700300,Brasil,Nordeste,27,Alagoas,AL,Leste Alagoano,Maceió,Maceió,270001,Maceió,2701,Maceió,0.63,0.1683,932748,619,932129,0.72,0.74,0.8,0.64,0.59,0.1424,9.43,0.3935,0.1851,792.54,1191264,2009907,Ciências Sociais Aplicadas,Humanidades,SIM,18,INDICACAO DOS PARES,10,10,10,3.68,Pública Federal,0,1,0,1,"",4,-1,34,36,37,39,0.3333333333333333,0.35294117647058826,0.24911452184179456,0.3611111111111111,0.35135135135135137,35,3.34,0.02857142857142857,13,0.016269091193911314,0.013435376942663693,0.009828640303035766,0.15138553681623443,0.1270008701357909,0.09243221359975487,24,6,24,20,21,0,0.14285714285714285,0.14285714285714285,2.1
26001012002P6,FÍSICA DA MATÉRIA CONDENSADA,UFAL,26001012,Maceió (AL),2704302,ASTRONOMIA / FÍSICA,ACADÊMICO,Mestrado/Doutorado,1992-01-01,1999-01-01,4,4,4,4,5,5,,5,5,,5,,Não,não,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,UFAL,Pública Federal,Pública Federal,,,,2700300,Brasil,Nordeste,27,Alagoas,AL,Leste Alagoano,Maceió,Maceió,270001,Maceió,2701,Maceió,0.63,0.1683,932748,619,932129,0.72,0.74,0.8,0.64,0.59,0.1424,9.43,0.3935,0.1851,792.54,1191264,2009907,Ciências Exatas e da Terra,"Ciências Exatas, Tecnológicas e Multidisciplinar",,,,10,8,8,3.68,Pública Federal,0,0,0,0,"",5,0,34,36,37,39,0.3333333333333333,0.35294117647058826,0.24911452184179456,0.3611111111111111,0.35135135135135137,35,3.34,0.02857142857142857,24,0.016269091193911314,0.013435376942663693,0.009828640303035766,0.15138553681623443,0.1270008701357909,0.09243221359975487,24,6,24,20,16,0,0.125,0.125,1.6
26001012025P6,Diversidade Biológica e Conservação nos Trópicos,UFAL,26001012,Maceió (AL),2704302,BIODIVERSIDADE,ACADÊMICO,Mestrado/Doutorado,2009-01-01,2015-11-01,,,,,3,3,,4,4,,4,,Não,não,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,UFAL,Pública Federal,Pública Federal,,,,2700300,Brasil,Nordeste,27,Alagoas,AL,Leste Alagoano,Maceió,Maceió,270001,Maceió,2701,Maceió,0.63,0.1683,932748,619,932129,0.72,0.74,0.8,0.64,0.59,0.1424,9.43,0.3935,0.1851,792.54,1191264,2009907,Ciências Biológicas,Ciências da Vida,SIM,34,ELEICAO,12,10,8,3.68,Pública Federal,0,0,0,0,"",3,1,34,36,37,39,0.3333333333333333,0.35294117647058826,0.24911452184179456,0.3611111111111111,0.35135135135135137,35,3.34,0.02857142857142857,7,0.016269091193911314,0.013435376942663693,0.009828640303035766,0.15138553681623443,0.1270008701357909,0.09243221359975487,24,6,24,20,14,0.07142857142857142,0,0.07142857142857142,1.17
26001012035P1,Informática,UFAL,26001012,Maceió (AL),2704302,CIÊNCIA DA COMPUTAÇÃO,ACADÊMICO,Mestrado,2012-01-01,,,,,,,3,,3,3,,3,,Não,não,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,UFAL,Pública Federal,Pública Federal,,,,2700300,Brasil,Nordeste,27,Alagoas,AL,Leste Alagoano,Maceió,Maceió,270001,Maceió,2701,Maceió,0.63,0.1683,932748,619,932129,0.72,0.74,0.8,0.64,0.59,0.1424,9.43,0.3935,0.1851,792.54,1191264,2009907,Ciências Exatas e da Terra,"Ciências Exatas, Tecnológicas e Multidisciplinar",SIM,50,ELEICAO,12,10,10,3.68,Pública Federal,0,0,0,0,"",3,0,34,36,37,39,0.3333333333333333,0.35294117647058826,0.24911452184179456,0.3611111111111111,0.35135135135135137,35,3.34,0.02857142857142857,4,0.016269091193911314,0.013435376942663693,0.009828640303035766,0.15138553681623443,0.1270008701357909,0.09243221359975487,24,6,24,20,13,0.07692307692307693,0.3076923076923077,0.38461538461538464,1.3
26001012029P1,Proteção de Plantas,UFAL,26001012,Maceió (AL),2704302,CIÊNCIAS AGRÁRIAS I,ACADÊMICO,Mestrado/Doutorado,2011-01-01,2011-01-01,,,,,,4,,4,4,,4,,Não,não,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,UFAL,Pública Federal,Pública Federal,,,,2700300,Brasil,Nordeste,27,Alagoas,AL,Leste Alagoano,Maceió,Maceió,270001,Maceió,2701,Maceió,0.63,0.1683,932748,619,932129,0.72,0.74,0.8,0.64,0.59,0.1424,9.43,0.3935,0.1851,792.54,1191264,2009907,Ciências Agrárias,Ciências da Vida,,,,12,10,10,3.68,Pública Federal,0,0,0,0,"",4,0,34,36,37,39,0.3333333333333333,0.35294117647058826,0.24911452184179456,0.3611111111111111,0.35135135135135137,35,3.34,0.02857142857142857,5,0.016269091193911314,0.013435376942663693,0.009828640303035766,0.15138553681623443,0.1270008701357909,0.09243221359975487,24,6,24,20,14,0.07142857142857142,0.14285714285714285,0.21428571428571427,1.17
26006014002P8,ANÁLISE DE SISTEMAS AMBIENTAIS,CESMAC,26006014,Maceió (AL),2704302,CIÊNCIAS AMBIENTAIS,PROFISSIONAL,Mestrado Profissional,2016-05-20,,,,,,,,3,3,3,,3,,Não,sim,CENTRO DE ESTUDOS SUPERIORES DE MACEIÓ,CESMAC,CESMAC,Particular,Privada sem fins lucrativos,,,,2704302,Brasil,Nordeste,27,Alagoas,AL,Leste Alagoano,Maceió,Maceió,270001,Maceió,2701,Maceió,0.63,0.1683,932748,619,932129,0.72,0.74,0.8,0.64,0.59,0.1424,9.43,0.3935,0.1851,792.54,1191264,2009907,Multidisciplinar,"Ciências Exatas, Tecnológicas e Multidisciplinar",,,,12,12,12,3.68,Privada sem fins lucrativos,0,0,0,0,"",3,0,34,36,37,39,0.3333333333333333,0.35294117647058826,0.24911452184179456,0.3611111111111111,0.35135135135135137,2,3,0,0,0.016269091193911314,0.013435376942663693,0.009828640303035766,0.15138553681623443,0.1270008701357909,0.09243221359975487,24,6,24,20,10,0,0.3,0.3,0.83
26001012018P0,DIREITO,UFAL,26001012,Maceió (AL),2704302,DIREITO,ACADÊMICO,Mestrado,2002-01-01,,,,,3,3,3,,3,3,,3,,Não,não,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,UFAL,Pública Federal,Pública Federal,,,,2700300,Brasil,Nordeste,27,Alagoas,AL,Leste Alagoano,Maceió,Maceió,270001,Maceió,2701,Maceió,0.63,0.1683,932748,619,932129,0.72,0.74,0.8,0.64,0.59,0.1424,9.43,0.3935,0.1851,792.54,1191264,2009907,Ciências Sociais Aplicadas,Humanidades,,,,10,10,10,3.68,Pública Federal,0,0,1,1,3x3,3,0,34,36,37,39,0.3333333333333333,0.35294117647058826,0.24911452184179456,0.3611111111111111,0.35135135135135137,35,3.34,0.02857142857142857,14,0.016269091193911314,0.013435376942663693,0.009828640303035766,0.15138553681623443,0.1270008701357909,0.09243221359975487,24,6,24,20,13,0.07692307692307693,0.38461538461538464,0.46153846153846156,1.3
26001012024P0,ECONOMIA,UFAL,26001012,Maceió (AL),2704302,ECONOMIA,ACADÊMICO,Mestrado,2008-01-01,,,,,,3,3,,3,3,,3,,Não,não,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,UFAL,Pública Federal,Pública Federal,,,,2700300,Brasil,Nordeste,27,Alagoas,AL,Leste Alagoano,Maceió,Maceió,270001,Maceió,2701,Maceió,0.63,0.1683,932748,619,932129,0.72,0.74,0.8,0.64,0.59,0.1424,9.43,0.3935,0.1851,792.54,1191264,2009907,Ciências Sociais Aplicadas,Humanidades,SIM,40,ELEICAO,9,7,7,3.68,Pública Federal,0,0,1,1,3x3,3,0,34,36,37,39,0.3333333333333333,0.35294117647058826,0.24911452184179456,0.3611111111111111,0.35135135135135137,35,3.34,0.02857142857142857,8,0.016269091193911314,0.013435376942663693,0.009828640303035766,0.15138553681623443,0.1270008701357909,0.09243221359975487,24,6,24,20,10,0,0.1,0.1,1.43
